,gid,black,white,black_rating,white_rating,move_list,winner
0,1939599,fastplayer,Maciej Celuch,1806,2688,g3*e9i10f7d12b12c11d11c12f11g12e12g5j4h7c9h3f5f6h6g7g6e10b11c10b10d8d7c8f9j2e7e5b7c6d5e4k2j3k3i5l5j5k5j6l8k9l9k8k7h10h9i8j8i9h5i4g4g3f3h4d6d4j11l7a5c5a9b6m6m7e6f4j9j10a3a7i7j7,white
1,1938419,MoHex3H,Maciej Celuch,1500,2688,h12e4f4i5h6e9i7i6h7g5k5k4j4j5h5i3i4k2j2j3f7e6h4h3l2k3g4g2m3j6d5d3b3d4k6j7b6b4k7k9l8j10c3c4m9l11l10k11f2f3j8l4h2g3l5m4a5a4,white
2,1938296,fastplayer,Maciej Celuch,1806,2688,g7*f7d10i8j11f8g6i5h4j3j4i4g8j6j5e10f11i6h9g10h10f6f9e9d12g11f10c12d11i10i12c10d9c9d8c8d7c7d5c5c6a7c11a12b9b11b7d6e5h8g9h12i9k8j9e6g4k9j10f4f5m10k11l12l9g5h5k10l10a8b8a9a10m8m9,white
3,1938295,Jose Maria Grau Ribas,Maciej Celuch,2083,2688,a4*c3i10f8j2k10k11i3e6g6f10e10f9e9d12e11e12f11f12d9c11h11i12g13g11h10g10i8i7h8i9h9g7h6h7g8f7k5j5j6i6e7f6,white
4,1938291,MoHex3H,Maciej Celuch,1500,2688,g7*e8e4c5f6j5i10h9g11g6f9h11h10d10d9c8b12f10g9c11c12e11f12d12d6g10i7j8k6f7g5e5f4g4e6m4i4m5l7h6e9b7b10j6j7f8h8,white
5,1909790,Maciej Celuch,Yorge,2688,1520,h3*d5d3j9h6j4j11e9f8k6g11d8,black
6,1877598,zastrzyk,Maciej Celuch,1751,2688,a8*i5i10k10k11e9c11g10f8e6f9h8h9g9h7,white
7,1877596,Maciej Celuch,Peter Koning,2688,1694,a3,black
8,1877594,Daniel Sepczuk,Maciej Celuch,2386,2688,c12e4i5j4d5e9e5d3b3d4b6b4i4h8j9h7f7e10,white
9,1877591,Maciej Celuch,Szymon D,2688,1531,m4,black
10,1877587,David J Bush ★,Maciej Celuch,2130,2688,a4*j9i5h5j10k9k11l10k12k10j11g7f9e8d10g9g12f11g10f10g8e10e9c9b11,white
11,1877582,Maciej Celuch,Arek Kulczycki,2688,2542,c2*i5i10e9l2f7i2g5c11d10f8g9,black
12,1872780,Maciej Celuch,Arek Kulczycki,2688,2542,c2e9j9f7h6j10k9k11g8i10f10h7g7j2j3i3d5g4g5h5g6e5e6d6h4h3k2i4l4k4l3k5l5g9i6,black
13,1872777,Yorge,Maciej Celuch,1520,2688,a3i10h9f8i5g11k10k9j10j9f10e12d11b12c12e10d8e7e11h7,white
14,1861986,Maciej Celuch,shalev,2688,2491,c12e4i5i10e8d11j9j11k11j12l11k10l8m9d4e3c3d2b3d5b6d3c4c7b9a8c11d9d8b10f9f10g9g10e10e11d10h5h7j3l2k4h4,black
15,1861985,Daniel Sepczuk,Maciej Celuch,2386,2688,m7*k10e4e9k11l10k12j11i5c4f7k6g8c8f10g9f9g7f8l4i13h12i11i12j9l8k7k5l6i8l3d9d10e10c9d8d12e12e11c12d11b11c10a10b9a9b8a8b7a7b5c5b6i6g12,white
16,1861983,Maciej Celuch,Arek Kulczycki,2688,2542,c2e9j9j10c10i5k9k11d8c9h6h8h9f7k6k5f6d7i8h5g6f5d5e10i6e4g5h3g4i7g9g3f4f3c7,black
17,1857774,Maciej Celuch,EJCT,2688,1772,m6*k10e4e9j4l4l3c4c3h5h6i5,black
18,1857587,Maciej Celuch,EJCT,2688,1772,m6*k10j4e9e4l4l3c4h5e6e7f6f7g6,black
19,1855032,Maciej Celuch,EJCT,2688,1772,c12e4i8d11c4c2d4f2d2i5g7g9d9e7c8c11e10d5h5h6f5i2b6h4c7,black
20,1853841,Maciej Celuch,EJCT,2688,1772,c12e4i8d11c4c2d4f2d2i5g7g9d9e7c8c11e10d6d5f8b7e11f10f11g10g12i11h11i10h10j7h9g8i9k8k7j8,black
21,1848510,Maciej Celuch,EJCT,2688,1772,m6*k10k12e9e4i5e10d10i7h7d12g9g10c12i4g5g4j4j3k3l1i2f8f7e8f9h6i6h8g8a1m13l12d11c13b13j1i1j2h4h3i3h5g7f6g6,black
22,1845725,Maciej Celuch,diego44,2688,1820,m7,black
23,1845724,Daniel Sepczuk,Maciej Celuch,2386,2688,k2i10e9e4j9d12d11c12c11b12f11g12f12g7d5f5j6j11k10k11l10l11h8h5i5j5e6f7h6d8,white
24,1845722,Maciej Celuch,skip_to_my_lou,2688,1827,c2,black
25,1845719,Jos Dekker,Maciej Celuch,2167,2688,m7*e9e4c4c3k10i5d3c5k4j6i6j5h5i4b5g7l4l2j3l5,white
26,1845715,Maciej Celuch,Niall,2688,2218,m6,black
27,1818414,Daniel Sepczuk,Maciej Celuch,2386,2688,m7,black
28,1818392,wojtex,Maciej Celuch,2137,2688,m7,black
29,1789641,Jon Prospar,Maciej Celuch,2092,2688,m11j4d5d3b3d4b6b4h5c6f8e11d9g3g6d10h9g10c10i3h3i2h2e9e8h4g4g5e6c11b10e12i8h12,white
30,1789637,Jan Arild Teland,Maciej Celuch,1942,2688,m4*f5e4j10k11j4i12e11f8j7j5i6i5e7d9h6g7g5i7k6i8k9i9,white
31,1789634,Maciej Celuch,Daniel Sepczuk,2688,2386,c2e9j9i10d10d6e6d9i9i5l4j2j3k4l3l2k3k6l7m5c8f7e7b11f8e8i7,black
32,1789619,Arek Kulczycki,Maciej Celuch,2542,2688,a13*j9e4h6j11k11j12k12k10l8m9i11i10j10g12g13h7g7f9c4c3b10d12l4k2d3c5b5j5i4j3c12d10c10d9,white
33,1789612,Maciej Celuch,Stanley Kozera,2688,1905,m4*k10k11j11i5d5e5l4j9d10d6f6e9h8,black
34,1789604,Art Duval ★,Maciej Celuch,2165,2688,m7*e9e4c4c3b4c2d3f2d2c5k10i5b7a6g4i12j11l11i11j12h12h13g11f12g12f13f11e12d11b12d12j2f4h3h2g6f7f6j5j4l3l2,white
35,1779168,Maciej Celuch,_fubbi_,2688,2055,a7,black
36,1779165,Maciej Celuch,-,2688,1850,m4,black
37,1779158,Maciej Celuch,Galactic Being,2688,2007,a4,black
38,1779153,Stanley Kozera,Maciej Celuch,1905,2688,m2*j9j11l11l10d10h12c12e4c4c3i5e9g8i6h7h6j5f7j6i7k7g11,white
39,1779147,Maciej Celuch,Maciej Bednarski,2688,1759,a6,black
40,1779140,Art Duval ★,Maciej Celuch,2165,2688,m5*k10e4d5j11j10k11l10k12i11g12i12j7d11e5i4g7f7f8d8d9b10c9a9b9a10b8a8b7a7b6a6b4b5c4c5d10h7h8i7h6c11f3j5j6g5d6i6i8g8f10g9h10,white
41,1771502,Maciej Celuch,Adam,2688,2116,a7,black
42,1771499,Maciej Celuch,Galactic Being,2688,2007,a7*c4c3j4i10k10,black
43,1771496,Stanley Kozera,Maciej Celuch,1905,2688,a3e9j9j11l11k12l12l10d10d6h6j4e6i8d9e7g8g6c8c9d8d7i5j3g5g7j6h9,white
44,1771492,Maciej Celuch,psychoanal,2688,2042,a7,black
45,1766157,Maciej Celuch,150,2688,1765,a10,black
46,1766153,Maciej Celuch,romekdth,2688,1891,a13,black
47,1766146,Maciej Celuch,Karolinka,2688,1666,m5,black
48,1766135,Maciej Celuch,dzarol,2688,1725,k2,black
49,1766120,Maciej Celuch,Marius Halsor ★,2688,2005,a7*j4g7c4d8e9g6i6h9g8h7i8i7k6j5i5j6l4j7k7l5k5j8k8j10k11l9j9h11i10i11h10g11g10f11e11j3h4i2k3,black
50,1676448,Maciej Celuch,wojtek,2688,1282,m4*j9j11k11j12l11k10l8m9i11g12h13i10j10i5d5d3b3d4b6b4g4f6l4,black
51,1653132,Maciej Celuch,shalev,2688,2491,m7*k10e4e9j4c4c2b3b2d2c5l4l3k4k3g5f8f7e8j7j9i9i12i10,black
52,1653131,Arek Kulczycki,Maciej Celuch,2542,2688,a13*d5i10k10k11l10k12d8i2h3g5j4e4e5f4,white
53,1651327,Maciej Celuch,Marcin Pindral,2688,1713,m7k5i5f8d10e4h7g10f9h6i6e9l6i4j4j3h5j2c4g4l2k3l3m4k4h8j7j11g8e11f11f10l9k10i10,black
54,1651326,nietsabes,Maciej Celuch,1991,2688,l12i5f7e4c4c3d3c5b5b6d5e5g5f8e9e8i6j9i8g6,white
55,1651325,Maciej Celuch,HappyHippo,2688,2200,m6*e9d3j4j11l11k3j3e10d10,black
56,1651324,Marius Halsor ★,Maciej Celuch,2005,2688,l12i5e5d4c3f3c6b5g4h2i4f5h5i3i2h3j3g7h6h7j6k4i6i8k7j9l8k10k11l10j10k9i9j8h8i7f4e8,white
57,1651323,Maciej Celuch,Stanley Kozera,2688,1905,m4*j9i5d5d3c3e9l4j6c11d10c10d7f7e7c9f5e8h4i4h5k6l3k4k3j4j8j7g7i9i8l7k8m8l8m7,black
58,1651322,shalev,Maciej Celuch,2491,2688,m5*d5d3c3c4e3e2d10f2g3i2h1e9j9j11l11k12l12j10l8l10e7d12c12d11c11e4f5g4f4f6e6e8e10h7g8f9h9h8g9g7f7f8k6k5,white
59,1651321,Maciej Celuch,Arek Kulczycki,2688,2542,a4*i5i10e9f10l4g8j9j10k9k10d11d10e10f7g7g6d8f3e6f5g5f6g9i6h6f8i8h8h9j5e5f4,white
60,1651320,Daniel Sepczuk,Maciej Celuch,2386,2688,m7*e9e4c4c2d4f2d2i5k10j11k11j10b7d11k9j12l11j9l6c10d5f10k5g8g9h8i6l7i8k7g12h10,white
61,1629121,Maciej Celuch,broutcha,2688,1870,a9e7i5h8f8f9g8f10e9d11c11d10b10b11c10d9d8d6b7c5e8h6i6i4d5e3c6e4d2d4h5h4j4k2l3l2g3,black
62,1629120,mohex_bot,Maciej Celuch,1804,2688,k12i5j4j6k5j5h5d10g7i4h8g8h7g9i9h4e6e5d5g5f7e4l4k6f5g3f3f4b6d6h3g4m5l7l6k7a8b5d4c6c5b7a7b9b8c8c7d7a9a10m6m7,white
63,1629119,Maciej Celuch,Mirko Rahn,2688,2006,m4i10k10k12j10j6d5d9g8f11e11f9g9f10h10g12f12g11f8d11k7k2j8i7h9g5h5g4i3h2j1g7i5h12j12j13i13l8j9h7l5,black
64,1629118,Marcin Pindral,Maciej Celuch,1713,2688,m11i5f8d12d5d3b6d8k9k10l9l10h9f7h6i7e8g8d10e7j8i4,white
65,1621951,Maciej Celuch,pindin9,2688,1389,g7*d5d3c3c4e3j5j9,black
66,1619428,Trololo,Maciej Celuch,1325,2688,a11b12d5d3b3d4b6b4g4i10k10k11l10k12e10g7c10d8e8d11f9e11g10f12h11h10g11f5k5i12g12h8h7g6,white
67,1612715,Tony,Maciej Celuch,2144,2688,l12i5f7d10j6h7k6j9g8f6i8k4j4j5e7g7f8e5g6h4c6d4c4c5e4e3i4i3g4f3,white
68,1612714,Maciej Celuch,Ignatius J Reilly,2688,2115,m4l2d5d3c3e9k3j9k10f7l8j5j7j6l4l5h6h7i7,black
69,1612713,Stanley Kozera,Maciej Celuch,1905,2688,b2e9j9j11j10i11k10k11l10k12d10i5b7c5d6e4j4f5g5g8i8h10g9h8h9i7h6k5,white
70,1612712,Maciej Celuch,Frode Lillevold,2688,2265,c2g7j9j4b10c10i5j11k11i8k7j6l2k3l3k5l6l4i7i6e8e7f7g5f6e5f5g3h7h6f4f3e4e3c4d4b7c7c6d5c8d7b8,black
71,1612711,Art Duval ★,Maciej Celuch,2165,2688,m7*e9e4d3i5h5i4g5h3i3h4f4d12f9h6d9d11c11b13a13h2f3f7e7d8e8b12j11f10,white
72,1612710,Maciej Celuch,Arek Kulczycki,2688,2542,m7*e9e4c4c3b4b3d3f2f3e3f1e5b10d10k10h6b7b9d9b12f10d8j4i7j7i9k5k11c9i4c8b6g4f6f7,black
73,1612709,shalev,Maciej Celuch,2491,2688,c2e9d10d8c9d9c10c8h7j4h5g8h8i3j3i4g4g5h4i2j5g3l4l2e6e4d5d6,white
74,1612708,Maciej Celuch,Daniel Sepczuk,2688,2386,m8*e9d3j4i5d4e3c4e4c3d2b3d6j5i6j6i7j7i8j8g12i10l2b10c9i4f11j12i11h11h12i9k10b7d5b6c10f12g11e11f7d8c7e6f5h5,black
75,1612707,iLyN Sin,Maciej Celuch,1844,2688,a3e9h8i9d10d6e7f5,white
76,1611093,Maciej Celuch,Trololo,2688,1325,m4*k10k12d10e4c4c2d2d7l4k5f7f12e12e13i9k4i5h11j10h4g6,black
77,1607498,Maciej Celuch,mohex_bot,2688,1804,a5l3i5i6d10j4h6i3g4e8g8f9f8e9g9f11h10f12g12h11g11g3h3i1i4j2f4h7g7f3e4h9g10e3d4h4g5d3c4d1c3b2f2f13g13h5g6f1g1e1h2h1g2,black
78,1607493,Maciej Celuch,Arek Kulczycki,2688,2542,m7*e9e4c4c3k10k11d3e5b5c11b12h6l4k5g5f6i6h7c7d6c6c8g6g8j7i9k8i11f7e10d11d10f9f10g9g10g11k7l7h9l10k4,white
79,1607492,FatPhil,Maciej Celuch,1533,2688,b12*f5e4h4e9h8i9g10h7f8e10f9f10g9g3i2g5g4f6c8e7d9d6g6h5j4j5i5h6i6i7,white
80,1607490,Maciej Celuch,wolve_bot,2688,1942,m9j5e9g5d5d8i5f7h7i6h6g8i8h10j9i11k10j8i9j12l11k9j10j2j3k2i3i2h3j4i4h2f4g3g4i7h8e2d4l10k11e5e4k13m12g1c3d3c4d1b2c2b3l13m13m11l12b1c1,black
81,1607487,Luka Stojanovic,Maciej Celuch,1911,2688,b2e9j9j11i11i7h7g8h8h6g7g6f7e6c6d5d7d6c7c5f6g4,white
82,1597842,Maciej Celuch,Manyy,2688,1533,m4,black
83,1597841,FruG0,Maciej Celuch,2023,2688,a3i5j4l2e7i10k10e9d10d8f8f4d6d5c6c5e5e4j5g5g4f5k3k2j3j2i3i2g3h4h3i7i6h8g8h7j7i9,white
84,1597840,Maciej Celuch,arkanosaur,2688,1868,m7,black
85,1597839,Marcin Pindral,Maciej Celuch,1713,2688,m5*i11e9d5d3b3d4b6b4g4h6f8e7i7i10g10g8g7f9k6h9,white
86,1597838,Maciej Celuch,David J Bush ★,2688,2130,m8*e9d3j4h6k6h9i9k3d4e6f6e8d9k2d8f5c7d5g8i3j2h5j3i7c4,black
87,1597837,Stanley Kozera,Maciej Celuch,1905,2688,m2*f11i5e5d4b3f3g4h2i3k2j1h4h3i10i9f9h8g7c10d10b12d9c9d7,white
88,1565252,Maciej Celuch,Marcin Pindral,2688,1713,m4j10k11i12l9k7e9e4c4c2d2c5l3h7j7l5k5l4j4k4j5i9h8g9h9g11h12i10e11,black
89,1565251,wojtex,Maciej Celuch,2137,2688,m7*k10i5d5d3b3d4b6b4,white
90,1565250,Maciej Celuch,Ignatius J Reilly,2688,2115,m7*k10h6d5h9g8f7i7g5h5j5g6g7i5i6k6j4d8d9e8e9f8f12f10e11g11,black
91,1565249,Door1,Maciej Celuch,2159,2688,b2i5c8d10h9i10j8g11g7k9e11f9e9e10b11b12c11c12d11d13f12f11e12c9a10b9a9b8a8b6b7e5c7d6i6f6,white
92,1565248,Maciej Celuch,Zeycus,2688,2101,m8j11k11k10e9i5d5d3b3b4e3d12l4j7k6i9d11e8f8g6d7,black
93,1565247,Art Duval ★,Maciej Celuch,2165,2688,m6*e9e4c4c2d4f2d2d12c12i5d5d11c11d10c10d9c7c9k10j10h11f10h9g8i7i6,white
94,1565246,Maciej Celuch,Frode Lillevold,2688,2265,m4j11d10e4c4c2d2g7i5f8l11l10e8c11e9f5g6f7e7,black
95,1565245,Daniel Sepczuk,Maciej Celuch,2386,2688,m7*e9e4d3i5k10j11k11j10k9j9k8j8k7j12l11j6c5c4d4d12d11c12c11b12f11e13h11f12i12g11h10g10h8g8i6i4g9e10j5k3d8f9,white
96,1562742,Maciej Celuch,Thoddy,2688,1441,a4g7j9i6e7e8f7f8c9c10d9d10e9e11f10f11g10g12i11j8d6e4c5c4b5b2d4e2d2d3b3d7b8h10g11f12h11h13j12,black
97,1562741,Arek Kulczycki,Maciej Celuch,2542,2688,m7*k10i5e7f5d5i9f9c11k7j6i8g7d10d3j4l2k3k2i3i4j3j5e5d7,white
98,1562737,Maciej Celuch,FruG0,2688,2023,m7*k10i5d5c3f6e9l4g9l7k12l11l12i9j3k3k2l2k4j4j5l3l5k5j7k6k7l6k8l8k9l9j11j10i11j12k11g10i10j9h10h9f11g11,black
99,1559804,Gerald,Maciej Celuch,1211,2688,f6*g3e4f3h7f5e6b7c7,white
100,1559803,Maciej Celuch,Arek Kulczycki,2688,2542,m6*k10h12g12h10d10g6j4f7g8h7h6e9d9b12c12h5i6g7i8j10g10i7k6j7k7j8l8k11j11i13k9,black
101,1559802,Nate Watson,Maciej Celuch,1691,2688,m6*k10i5d5i9h7e9g9g6b10c10b11c11b12c8d8c9f7g8,white
102,1559798,Maciej Celuch,PaulStu,2688,1896,m6*d10f6e5d7g6g7j9e9j6k3i5i4g5h1c6f2f3f4e4d3g2g1h2i1i2i6b8d11e10e11c11i10b11b9d8,black
103,1524721,Skurwol,Maciej Celuch,1313,2688,l12e9e6e4c4e5c7c5g5h3f5g3b6b5f3f4i3i5h5i4h4g8c10d7d8e10b8c11a12c12a13b9b10e7d6c8j7h6l4l3j4j5,white
104,1512952,Arty Sandler,Maciej Celuch,1845,2688,a3i5f7d10g9f8h7h8g8g6e8e10g7e5f5f11h10f12i10f6d7d8e7f4e6g4h5i3j4i4j5i6j6i7k7j9d5d6b7c7,white
105,1512951,Maciej Celuch,Piotr Karas,2688,1842,m4j10k11k7l9k8d5d3b3b4e3f8d10e9d9e7f7g6g7e8c8d6b8,black
106,1512950,Jonathan,Maciej Celuch,2017,2688,a4*h6g5f7g7g6i4h4h5e6e7f6f8h7g9i8h10j9i7j7j5j6k10d6i11f9d10j11i12j10j12l8k11g10h9d9c8,white
107,1512949,Maciej Celuch,Zeycus,2688,2101,a8*c4c2d2e9j9j11l11l10k10j10k9i6f8g10c11d10c10e7g6e6d8c7h4d12g9f12f10,black
108,1512948,Marius Halsor ★,Maciej Celuch,2005,2688,l12i8e9d10g7f5d5e10g9d6h7h10f11i4g5i3g4h2c4d1f4f3b2,black
109,1512947,Maciej Celuch,Bill LeBoeuf,2688,2190,m7j4d5e9j9h6f8d3g6g5h5i3j3i4e6,black
110,1512946,Art Duval ★,Maciej Celuch,2165,2688,m5*k10i5d5d3b3d4b6b4f4j11j10k11l10k12i11g12d11h13e9e8f8f7g7g6h6h5j5j4l3k4l4k5l5k6l6k8k7i8,white
111,1512945,Maciej Celuch,Frode Lillevold,2688,2265,m8*e9d4c3e2b5d5i5g7c6d6c7d7c8d8g9c10g5i6f7d11f10,black
112,1512944,Daniel Sepczuk,Maciej Celuch,2386,2688,k2f5e4d6g7i5l4i10k10k12j10h12j12j7j9h4,white
113,1512021,Bartlomiej,Maciej Celuch,1532,2688,f8j11e10e4i4i5h5g7f6f7d8e7c6d6b8d3e5d5e6d7h8i6j5j4,white
114,1501773,Pooya,Maciej Celuch,1337,2688,m10*g10h11d5f12d10d3,white
115,1494485,bill,Maciej Celuch,1200,2688,d5*i4i5f7f8g9h7g6e10e9f9g7g8h6i6j5j4k3k4l3c11d10d11b12b11a12a11l4k6k5j6l5l6m6m5,white
116,1475381,Maciej Celuch,John Doe,2688,1644,m7*k10i8e9g5j4d10h8k3f7h7i7i4j3i2l2i6e6e11g10e5k5j6l7j10k9j11k11j12k12l6k6k7j7,black
117,1475380,skip_to_my_lou,Maciej Celuch,1827,2688,m8*k10k11l12e4,white
118,1454767,Maciej Celuch,Ignatius J Reilly,2688,2115,m7i5d5d3b3c2b2d4b6d8l4j11k11k10f8f7e8e7g7g6h6h5k6i7l5i6i8j7k8j9j8h9h8,black
119,1454766,Marcin Pindral,Maciej Celuch,1713,2688,m11i5f8d10c4f9j8k9i8g6f6g8j4i7k6k5e9e10,white
120,1453865,diego44,Maciej Celuch,1820,2688,a5*i4e9g7i5i6g8j7i7j6i9j9j8l7k4l4l3f9f8d8c10k7g6f7f6c7e7e8d5b8d7,white
121,1420249,zastrzyk,Maciej Celuch,1751,2688,m3l2e6e9j9j11l11j10l8l10g8f10h9h8i8g11f11g12g10d12e13f7g6i2k3i6h7i7g9h6g7g3d5f5,white
122,1420248,Maciej Celuch,bjobae,2688,1432,a4*i5i10k10h9e9j3h4h3i3j1f5g4g5f2f9j2k4l2g2,black
123,1420247,Lukasz S.,Maciej Celuch,2047,2688,l12i5j4l2k2j5d5d3c4c3b4b3f4e5h6e9d4g8d10e11i7i8c9d7d6b8f8f9,white
124,1420243,Maciej Celuch,FruG0,2688,2023,a4*j9j10k9k10i10i5l4j7f4f9i7i4j5i8h8h9g9f11g10g11h10h12g12h11l11k11m9l9m8l8m7j6k5l6i6l7e11f10e9f8e8f5e5e7f7,black
125,1420192,Maciej Celuch,davidelteso,2688,1322,m11k10c4c5i5i4h5h4g5g4f5e3j4k2k4l3e4g2d4c3d3e1b5c2f4g3f2f1g1d8e9f7g8h6i7j5j7e2f3i6k5d12f11f9g9e13g12g13f13g11f12f10g10h8h7j6k6,black
126,1420191,FruG0,Maciej Celuch,2023,2688,m4*b12e4c4i10k10k12l11k11l10l12i8j11k7c2b3b2c3d2e3d4d3f1g2f3h8i5m3l2j4i4j3j5g4g5f5e7l5k4f6f7d7d8g6g7h6h7i6i7,white
127,1420190,bill,Maciej Celuch,1200,2688,e6*j4l2k1i10h8i5i6i4j3j5j6d6h4g6h5h6g5f6e6e5k3k5l5l4m3m4c6c7b8b7a8a7,white
128,1420189,Maciej Celuch,davidelteso,2688,1322,m6k9e9c13b12c11d5b10c10b11i5e10d10d11i9g12j10j11k10k12g9f11g11f12i11h13j12i7h7h9h8i4j4k2h3g10i8i10j9j3g5h6f7f8g7i12k11h2i2j1i1h4g4j13i13g6f6,black
129,1420188,Maciej Celuch,FruG0,2688,2023,m6*k10k12e9j4j3i4d5d3b10f5l3e7k5l4k4l2b3d4b6b4g5i6k3j7i7j6f7h3,white
130,1343678,Maciej Celuch,Gasparim,2688,1844,m8*k10j5d5e10e9e6c7d8e7h3i3h4i5j9g8e2g6i4f4g1j4d12h9h10g10f12c12k2h2g3j3f8f9,black
131,1343677,MarleysGhost,Maciej Celuch,1875,2688,a3e9j9j11h6j2e7h8f10h3f4g2c5e3d4g5f6b4d3e5d6c6d5d7e6f7i7g6c10d11b12d9k2j4,white
132,1343676,Maciej Celuch,Monica Rainey,2688,2006,m8*k10j6e9f4d5e6c7c6d6d10d8e12e10d12b12c8d7c11b11c9d9c10b8e3b5f2d3a10f11f12g11g12h11j11k12i13l9j10k8l8k9i9j7g8i7,black
133,1343675,asdef,Maciej Celuch,2119,2688,a11b12g7e4c4i10d10g5h5g6h6i3j4k2k4l2h4h3g4g3f4f3d5c2d4e5d6e7f7e6d8e8c10d11e10e11,white
134,1343674,Maciej Celuch,CoColino,2688,2046,m8*k10h6l4j9d5d3b3b4e3e7g8f11l9j8c9d10b11e6d8c12i7j2a13c7j3f9f8e8e9d9e10,black
135,1343673,Frode Lillevold,Maciej Celuch,2265,2688,m3l2f7i10k10f8e8e9d9d10b11d11b12c10g7d3h8g11j9i9j8i8j7i7j6i5i6h6h7h4e5g3f3f4b6e4,white
136,1343672,Maciej Celuch,iLyN Sin,2688,1844,m8k12e9d12d5d3b3e6g10d4b6b4j4i5j5f11b12i6j6i7j7i8j8i9j9i11i10g12g11f12k10j12f10c11b11d9c10d10c9d7c7,black
137,1343671,Daniel Sepczuk,Maciej Celuch,2386,2688,m6*e9e4c4c2d2c5h6j11k10k11h9g7f6g3h3g5i6h8e6e5g6e8d9d8f8f7g8h7j7i8j8i9j10j9l8k8l7k7l6k6,white
138,1321495,Monica Rainey,Maciej Celuch,2006,2688,a10*g7e4c4i10f10g5l4e9d7g8f8f9b10b12l8l3j7j4e5c2b3b2i4e8i5j2c7h3g4h7,white
139,1319827,Maciej Celuch,sazza175,2688,1398,m7m6i5l7h8h10g10i6h6f12j7g11e10j3g5e11d11c13f8c12e12g2i3g7h7f11d12f10f9h4i4i1j2,black
140,1319684,Maciej Celuch,Daniel Feito,2688,1531,a8*c4c10j9k3e6e7h6h7f8g6f6f7d9d7j4j3i4i1g4h4i3j2g3f2e3,black
141,1319683,Maciej Celuch,bill,2688,1200,m7g7c4k6j9m6i7h6j5j6i6h7i4l6h9i5j4f7g11h8i8i9h10e7i3i2j2h3j1f12g12g13f13,black
142,1319682,Daniel Feito,Maciej Celuch,1531,2688,m1*j3i8d11e4f6f8g8g7h7f9g9i5j5j4k4k3m2k2l1l3m3l4m4k6l5l6h6h5,white
143,1319681,Steven,Maciej Celuch,1666,2688,b13i8g7d3e5e11d11e10h8h9d10e7e9j2i3g6h6h5i5i4j4j3k3l1m1l2m2l3m3k5l4k4l5k6l6k7l7k9,white
144,1297795,Maciej Celuch,iLyN Sin,2688,1844,m7*k10j11k11j4e9d10d5f2f4f7g8f6d8f12c9d7e6e7i5h5i4h7g7j6b9e11l7k7h9j12g11e10g12f13i12h12i11h10i9,black
145,1279776,Ishmael,Maciej Celuch,1456,2688,a4*j9f8i5j4d4e2f3j11l11j10l8l10d10d9j7i4k4k3m2k2l2j6g7h7e9e8g8g6f6g4h5l5j5l3g5h2,white
146,1279775,Maciej Celuch,michelwav,2688,1990,m6*i5k4j9h8d10f6d5f7f8g7c8c7d7d6e6c9e8f4e5,black
147,1279774,Mirko Rahn,Maciej Celuch,2006,2688,a5*c4c2f2i10e9d12f11g12h11i5h6e10h10e13i11h9f10f9g9f6d7h7g8f8g7h5f7e7c9d10,white
148,1279773,Maciej Celuch,David J Bush ★,2688,2130,m6*k10i5d5i8h7g7j6i4b10d9c8b11f9e6j4j5l4k5l5k6l6k8l9i3k2m7k7i9j9j8j7g10g9,black
149,1279772,Jaroslaw Herba,Maciej Celuch,2059,2688,a8*e9e4c4c5j4i10k10d12i8i2f3i7f6f11j9l2k3i6d9j11k11j10k9f8e7h5g4f10g8h8g9h9g10g12a13c11,white
150,1268023,Maciej Celuch,Leoni,2688,1942,m7*e9g7d5e6f6e8f8f7d9d7c8c6d8e7c7d6l4g9i7h8h7g8k10i11j12,black
151,1261438,Maciej Celuch,Pessoa,2688,1491,m6*e9e4i5d11f10e12d12g6j9h8c4i6j5h7k6j8d9k8f6f5e6d3g5,black
152,1261437,wojtex,Maciej Celuch,2137,2688,a4*j9i5j4j11l11j10l8l10f8i10i6j5,white
153,1254910,Maciej Celuch,pensando,2688,1562,m6g7d5d6j9i6l4j7j6i7k7k3m2m1l2l1k2k1j2j1h3h2f4f3i2i1g3g2c4d1e2d4c5d3c3d2b2l5k6k5j5i12j10k11h11,black
154,1254907,Maciej Celuch,Ishmael,2688,1456,m6*j9i5d5d3b3e9l4j7g8g9f9f6i7j10c11h7h8k4f7e5j5j4k5l3d6m13m12d7e6e7g6g5h5i3h4h3g4g3e4f2c4e10g12g13f12e13e12d13h12h13i12i13k12j12k11j11l9k10l10k9l8k8d12,black
155,1254904,pgadey,Maciej Celuch,1368,2688,j3*d10i10k3f5g7j2l1l2k2j4k4j5i3h5g5g4h4g6i5i6f6f7d9d8k6k5,white
156,1230695,Maciej Celuch,iLyN Sin,2688,1844,m7i5d5d3b3e9l4l2f9h9k3k6i7i6m5k4l3j11k11j12l11l9f8f6j9i10k7l6m6j7g9k10e6e10f11b4g4f2e7e4f4f7e8,black
157,1230694,Jaroslaw Herba,Maciej Celuch,2059,2688,m5*i5e4c4j4l2i10k10k12l11j11l12k11l10j9l8j7f10c2d5i4e5g7d8d9f8f6e7f7e8c7e6d3d2d4c5c3g4h2f4f3g2g3h10d12g12i3k4j5l5l6k6k7j6h7i7h9h8g9g8f9e9e10,white
